Arrest_Quarter,Perceived_Race,Sex,Age_group__at_arrest_,ArrestLocDiv,Occurrence_Category,Actions_at_arrest___Concealed_i,Actions_at_arrest___Combative__,Actions_at_arrest___Resisted__d,Actions_at_arrest___Mental_inst,Actions_at_arrest___Assaulted_o,Actions_at_arrest___Cooperative,cfs_list
4,White,M,5,32,Police Category - Administrative,0,0,1,0,0,0,[]
4,White,M,3,XX,Warrant,0,0,0,0,0,0,"[[4, 'White', 'M', 3, '52', 'Warrant', 1, 0, 0, 0, 0, 0, 1], [4, 'White', 'M', 3, '51', 'Warrant', 0, 0, 0, 0, 0, 0, 1], [4, 'White', 'M', 3, '52', 'Warrant', 0, 0, 0, 0, 0, 0, 1], [4, 'White', 'M', 3, '52', 'Warrant', 1, 0, 0, 0, 0, 1, 1], [4, 'White', 'M', 3, '52', 'Warrant', 1, 0, 0, 0, 0, 0, 1], [4, 'White', 'M', 3, '51', 'Warrant', 0, 0, 1, 0, 0, 1, 1], [4, 'White', 'M', 3, '52', 'Warrant', 0, 0, 0, 1, 0, 1, 1], [4, 'White', 'M', 3, '52', 'Warrant', 0, 0, 0, 0, 0, 1, 1], [4, 'White', 'M', 3, '52', 'Warrant', 0, 1, 0, 0, 0, 0, 1], [4, 'White', 'M', 3, '52', 'Warrant', 0, 0, 0, 0, 0, 0, 1]]"
4,Unknown or Legacy,M,3,13,Assault & Other crimes against persons,0,0,0,0,0,0,"[[4, 'Unknown or Legacy', 'M', 3, '53', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 0, 1], [4, 'Unknown or Legacy', 'M', 3, '53', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 0, 1], [4, 'Unknown or Legacy', 'M', 3, '53', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [4, 'Unknown or Legacy', 'M', 3, '52', 'Assault & Other crimes against persons', 0, 1, 0, 0, 0, 0, 1], [4, 'Unknown or Legacy', 'M', 3, '53', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1]]"
1,White,M,2,XX,Assault,0,0,0,0,0,0,"[[1, 'White', 'M', 2, '51', 'Assault', 1, 0, 0, 1, 0, 0, 1], [1, 'White', 'M', 2, '51', 'Assault', 0, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 2, '53', 'Assault', 0, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 2, '52', 'Assault', 1, 0, 1, 0, 0, 0, 1], [1, 'White', 'M', 2, '52', 'Assault', 0, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 2, '53', 'Assault', 0, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 2, '53', 'Assault', 0, 0, 0, 1, 0, 0, 1], [1, 'White', 'M', 2, '14', 'Assault', 0, 0, 1, 0, 0, 0, 1], [1, 'White', 'M', 2, '14', 'Assault', 0, 0, 1, 0, 0, 0, 1], [1, 'White', 'M', 2, '53', 'Assault', 1, 0, 0, 0, 0, 0, 1]]"
0,Unknown or Legacy,M,4,XX,Robbery & Theft,0,0,0,0,0,0,"[[0, 'Unknown or Legacy', 'M', 4, '11', 'Robbery & Theft', 0, 1, 0, 0, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 4, '53', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 4, '55', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 4, '41', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 4, '11', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 4, '41', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 4, '54', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 4, '51', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 4, '52', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [0, 'Unknown or Legacy', 'M', 4, '14', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1]]"
1,Black,M,2,31,Weapons,0,0,0,0,0,0,"[[1, 'Black', 'M', 2, '14', 'Weapons', 0, 0, 0, 0, 0, 0, 1], [1, 'Black', 'M', 2, '53', 'Weapons', 1, 0, 0, 0, 0, 0, 1], [1, 'Black', 'M', 2, '14', 'Weapons', 0, 0, 0, 0, 0, 0, 1], [1, 'Black', 'M', 2, '14', 'Weapons', 0, 0, 0, 0, 0, 1, 1], [1, 'Black', 'M', 2, '14', 'Weapons', 0, 0, 1, 0, 0, 0, 1], [1, 'Black', 'M', 2, '14', 'Weapons', 0, 0, 0, 0, 0, 0, 1], [1, 'Black', 'M', 2, '14', 'Weapons', 0, 0, 0, 0, 0, 0, 1], [1, 'Black', 'M', 2, '14', 'Weapons', 0, 0, 0, 0, 0, 0, 1], [1, 'Black', 'M', 2, '53', 'Weapons', 0, 0, 0, 0, 0, 0, 1], [1, 'Black', 'M', 2, '53', 'Weapons', 0, 0, 0, 0, 0, 1, 1]]"
0,White,M,4,52,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,0,"[[0, 'White', 'M', 4, '14', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 4, '52', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 4, '52', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 4, '52', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 4, '43', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 0, 0, 0, 1], [0, 'White', 'M', 4, '52', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 4, '52', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 0, 1], [0, 'White', 'M', 4, '52', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 1, 0, 0, 1], [0, 'White', 'M', 4, '52', 'FTA/FTC/Compliance Check/Parollee', 0, 1, 0, 0, 0, 0, 1], [0, 'White', 'M', 4, '52', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 0, 1]]"
3,White,M,6,XX,Other Statute & Other Incident Type,0,0,0,0,0,0,"[[3, 'White', 'M', 6, '14', 'Other Statute & Other Incident Type', 0, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 6, '53', 'Other Statute & Other Incident Type', 1, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 6, '53', 'Other Statute & Other Incident Type', 0, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 6, '55', 'Other Statute & Other Incident Type', 1, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 6, '53', 'Other Statute & Other Incident Type', 0, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 6, '53', 'Other Statute & Other Incident Type', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 6, '53', 'Other Statute & Other Incident Type', 0, 0, 1, 0, 0, 0, 1], [3, 'White', 'M', 6, '53', 'Other Statute & Other Incident Type', 1, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 6, '53', 'Other Statute & Other Incident Type', 1, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 6, '55', 'Other Statute & Other Incident Type', 1, 0, 0, 1, 0, 0, 1]]"
4,White,M,2,13,"FTA/FTC, Compliance Check & Parollee",0,0,0,1,0,0,"[[4, 'White', 'M', 2, '51', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 1, 0, 0, 1], [4, 'White', 'M', 2, '14', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 1, 0, 0, 1], [4, 'White', 'M', 2, '52', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 1, 0, 0, 1], [4, 'White', 'M', 2, '51', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 1, 0, 0, 1], [4, 'White', 'M', 2, '14', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 0, 0, 0, 1], [4, 'White', 'M', 2, '14', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 1, 0, 0, 1], [4, 'White', 'M', 2, '43', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 1, 0, 0, 1], [4, 'White', 'M', 2, '52', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 1, 0, 0, 1], [4, 'White', 'M', 2, '51', 'FTA/FTC, Compliance Check & Parollee', 0, 0, 0, 1, 0, 0, 1], [4, 'White', 'M', 2, '52', 'FTA/FTC, Compliance Check & Parollee', 1, 0, 0, 1, 0, 0, 1]]"
3,White,M,2,XX,Robbery/Theft,0,0,0,0,0,1,"[[3, 'White', 'M', 2, '53', 'Robbery/Theft', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 2, '53', 'Robbery/Theft', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 2, '53', 'Robbery/Theft', 0, 1, 1, 0, 0, 1, 1], [3, 'White', 'M', 2, '53', 'Robbery/Theft', 1, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 2, '53', 'Robbery/Theft', 0, 0, 1, 0, 1, 1, 1], [3, 'White', 'M', 2, '53', 'Robbery/Theft', 0, 1, 0, 0, 0, 1, 1]]"
0,White,M,0,13,Break and Enter,0,0,0,0,0,1,"[[0, 'White', 'M', 0, '53', 'Break and Enter', 0, 0, 0, 1, 0, 1, 1], [0, 'White', 'M', 0, '43', 'Break and Enter', 0, 0, 1, 1, 0, 0, 1], [0, 'White', 'M', 0, '43', 'Break and Enter', 0, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 0, '53', 'Break and Enter', 0, 1, 0, 0, 0, 1, 1], [0, 'White', 'M', 0, '53', 'Break and Enter', 0, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 0, '53', 'Break and Enter', 1, 1, 0, 0, 0, 1, 1], [0, 'White', 'M', 0, '43', 'Break and Enter', 0, 0, 1, 0, 0, 1, 1], [0, 'White', 'M', 0, '53', 'Break and Enter', 1, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 0, '53', 'Break and Enter', 1, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 0, '53', 'Break and Enter', 1, 1, 0, 0, 0, 1, 1]]"
1,East/Southeast Asian,M,2,XX,Harassment/Threatening,0,0,0,0,0,0,"[[1, 'East/Southeast Asian', 'M', 2, '53', 'Harassment/Threatening', 0, 0, 0, 0, 0, 1, 1], [1, 'East/Southeast Asian', 'M', 2, '53', 'Harassment/Threatening', 0, 0, 1, 0, 0, 0, 1], [1, 'East/Southeast Asian', 'M', 2, '53', 'Harassment/Threatening', 0, 1, 1, 0, 0, 0, 1], [1, 'East/Southeast Asian', 'M', 2, '53', 'Harassment/Threatening', 0, 1, 0, 0, 0, 1, 1]]"
4,Unknown or Legacy,M,1,41,Other Offence,0,0,0,0,0,0,"[[4, 'Unknown or Legacy', 'M', 1, '53', 'Other Offence', 0, 0, 0, 0, 0, 1, 1], [4, 'Unknown or Legacy', 'M', 1, '51', 'Other Offence', 0, 0, 0, 0, 0, 0, 1], [4, 'Unknown or Legacy', 'M', 1, '23', 'Other Offence', 1, 0, 0, 0, 0, 0, 1], [4, 'Unknown or Legacy', 'M', 1, '41', 'Other Offence', 1, 0, 0, 0, 0, 0, 1], [4, 'Unknown or Legacy', 'M', 1, '53', 'Other Offence', 0, 0, 1, 0, 0, 0, 1], [4, 'Unknown or Legacy', 'M', 1, '53', 'Other Offence', 0, 0, 0, 0, 0, 0, 1], [4, 'Unknown or Legacy', 'M', 1, '23', 'Other Offence', 0, 0, 0, 0, 0, 0, 1], [4, 'Unknown or Legacy', 'M', 1, '51', 'Other Offence', 0, 1, 0, 0, 0, 0, 1], [4, 'Unknown or Legacy', 'M', 1, '53', 'Other Offence', 0, 0, 0, 0, 0, 0, 1], [4, 'Unknown or Legacy', 'M', 1, '53', 'Other Offence', 0, 0, 0, 1, 0, 0, 1]]"
0,White,F,2,52,FTA/FTC/Compliance Check/Parollee,0,0,0,1,0,0,"[[0, 'White', 'F', 2, '52', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 1, 1, 1, 1], [0, 'White', 'F', 2, '52', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 1, 1, 0, 1], [0, 'White', 'F', 2, '51', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 1, 0, 0, 1], [0, 'White', 'F', 2, '52', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 1, 0, 0, 1], [0, 'White', 'F', 2, '52', 'FTA/FTC/Compliance Check/Parollee', 1, 1, 0, 1, 0, 0, 1], [0, 'White', 'F', 2, '52', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 1, 0, 0, 1], [0, 'White', 'F', 2, '52', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 1, 0, 0, 1], [0, 'White', 'F', 2, '52', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 1, 0, 0, 1], [0, 'White', 'F', 2, '52', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 1, 0, 1, 1], [0, 'White', 'F', 2, '52', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 1, 0, 0, 1]]"
4,Middle-Eastern,M,3,XX,Vehicle Related (inc. Impaired),0,0,0,0,0,1,"[[4, 'Middle-Eastern', 'M', 3, '31', 'Vehicle Related (inc. Impaired)', 0, 0, 0, 0, 0, 1, 1], [4, 'Middle-Eastern', 'M', 3, '53', 'Vehicle Related (inc. Impaired)', 0, 0, 0, 0, 0, 1, 1], [4, 'Middle-Eastern', 'M', 3, '53', 'Vehicle Related (inc. Impaired)', 1, 0, 0, 0, 0, 1, 1], [4, 'Middle-Eastern', 'M', 3, '53', 'Vehicle Related (inc. Impaired)', 0, 0, 0, 0, 0, 1, 1], [4, 'Middle-Eastern', 'M', 3, '23', 'Vehicle Related (inc. Impaired)', 1, 0, 0, 0, 0, 1, 1], [4, 'Middle-Eastern', 'M', 3, '53', 'Vehicle Related (inc. Impaired)', 1, 0, 0, 0, 0, 1, 1], [4, 'Middle-Eastern', 'M', 3, '23', 'Vehicle Related (inc. Impaired)', 0, 0, 0, 0, 0, 1, 1], [4, 'Middle-Eastern', 'M', 3, '53', 'Vehicle Related (inc. Impaired)', 1, 0, 0, 0, 0, 1, 1], [4, 'Middle-Eastern', 'M', 3, '23', 'Vehicle Related (inc. Impaired)', 0, 0, 0, 0, 0, 1, 1], [4, 'Middle-Eastern', 'M', 3, '31', 'Vehicle Related (inc. Impaired)', 0, 0, 0, 0, 0, 1, 1]]"
3,East/Southeast Asian,M,5,XX,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,0,"[[3, 'East/Southeast Asian', 'M', 5, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1], [3, 'East/Southeast Asian', 'M', 5, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 1, 1], [3, 'East/Southeast Asian', 'M', 5, '14', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 0, 0, 0, 1], [3, 'East/Southeast Asian', 'M', 5, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [3, 'East/Southeast Asian', 'M', 5, '13', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 1, 0, 0, 0, 1], [3, 'East/Southeast Asian', 'M', 5, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [3, 'East/Southeast Asian', 'M', 5, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 1, 0, 0, 0, 0, 1], [3, 'East/Southeast Asian', 'M', 5, '42', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 1, 0, 1], [3, 'East/Southeast Asian', 'M', 5, '13', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 1, 0, 1], [3, 'East/Southeast Asian', 'M', 5, '51', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 0, 1]]"
4,White,M,4,53,Police Category - Administrative,0,0,0,0,0,0,[]
4,Black,M,1,42,Weapons,0,0,0,0,0,0,"[[4, 'Black', 'M', 1, '53', 'Weapons', 1, 0, 1, 0, 0, 0, 1], [4, 'Black', 'M', 1, '53', 'Weapons', 0, 0, 0, 1, 0, 0, 1], [4, 'Black', 'M', 1, '53', 'Weapons', 0, 0, 0, 0, 0, 0, 1], [4, 'Black', 'M', 1, '53', 'Weapons', 0, 0, 0, 0, 0, 1, 1], [4, 'Black', 'M', 1, '14', 'Weapons', 0, 0, 0, 0, 0, 0, 1], [4, 'Black', 'M', 1, '53', 'Weapons', 0, 0, 0, 0, 0, 0, 1], [4, 'Black', 'M', 1, '14', 'Weapons', 0, 0, 1, 0, 0, 0, 1], [4, 'Black', 'M', 1, '53', 'Weapons', 1, 1, 0, 0, 0, 0, 1], [4, 'Black', 'M', 1, '14', 'Weapons', 0, 0, 0, 0, 0, 0, 1], [4, 'Black', 'M', 1, '53', 'Weapons', 0, 0, 1, 0, 0, 1, 1]]"
4,Unknown or Legacy,M,5,XX,Sexual Related Crime,0,0,0,0,0,0,[]
0,White,M,6,23,Assault & Other crimes against persons,0,0,0,0,0,1,"[[0, 'White', 'M', 6, '55', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 6, '51', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 6, '11', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 6, '11', 'Assault & Other crimes against persons', 1, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 6, '55', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 6, '43', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 6, '31', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 6, '54', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 6, '53', 'Assault & Other crimes against persons', 0, 0, 0, 0, 0, 1, 1], [0, 'White', 'M', 6, '42', 'Assault & Other crimes against persons', 1, 0, 0, 0, 0, 1, 1]]"
1,White,M,5,XX,Robbery/Theft,0,0,0,0,0,1,"[[1, 'White', 'M', 5, '14', 'Robbery/Theft', 0, 0, 0, 0, 0, 0, 1], [1, 'White', 'M', 5, '43', 'Robbery/Theft', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 5, '43', 'Robbery/Theft', 1, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 5, '53', 'Robbery/Theft', 0, 0, 1, 0, 0, 1, 1], [1, 'White', 'M', 5, '43', 'Robbery/Theft', 1, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 5, '53', 'Robbery/Theft', 1, 0, 1, 0, 0, 0, 1], [1, 'White', 'M', 5, '43', 'Robbery/Theft', 0, 0, 0, 1, 0, 1, 1], [1, 'White', 'M', 5, '14', 'Robbery/Theft', 1, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 5, '14', 'Robbery/Theft', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 5, '43', 'Robbery/Theft', 0, 0, 0, 0, 0, 0, 1]]"
0,Black,M,1,XX,Other Statute,0,0,0,0,0,0,[]
0,Latino,M,2,XX,Robbery & Theft,0,0,0,0,0,1,"[[0, 'Latino', 'M', 2, '13', 'Robbery & Theft', 0, 1, 0, 0, 0, 1, 1], [0, 'Latino', 'M', 2, '13', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1], [0, 'Latino', 'M', 2, '52', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1], [0, 'Latino', 'M', 2, '31', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1], [0, 'Latino', 'M', 2, '53', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1], [0, 'Latino', 'M', 2, '13', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1], [0, 'Latino', 'M', 2, 'XX', 'Robbery & Theft', 0, 0, 0, 1, 0, 1, 1], [0, 'Latino', 'M', 2, '53', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1], [0, 'Latino', 'M', 2, 'XX', 'Robbery & Theft', 1, 0, 1, 0, 0, 1, 1], [0, 'Latino', 'M', 2, '11', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1]]"
3,White,M,2,XX,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,1,"[[3, 'White', 'M', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 2, '14', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 1, 1, 1], [3, 'White', 'M', 2, '43', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 1, 0, 0, 0, 1, 1], [3, 'White', 'M', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 1, 1], [3, 'White', 'M', 2, '14', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 0, 0, 0, 0, 1], [3, 'White', 'M', 2, '43', 'FTA/FTC/Compliance Check/Parollee', 0, 0, 0, 1, 0, 1, 1], [3, 'White', 'M', 2, '53', 'FTA/FTC/Compliance Check/Parollee', 1, 0, 1, 0, 0, 1, 1]]"
3,Middle-Eastern,M,0,11,Robbery/Theft,0,0,0,0,0,0,"[[3, 'Middle-Eastern', 'M', 0, '53', 'Robbery/Theft', 0, 0, 0, 0, 1, 0, 1], [3, 'Middle-Eastern', 'M', 0, '53', 'Robbery/Theft', 1, 0, 1, 0, 0, 0, 1], [3, 'Middle-Eastern', 'M', 0, '53', 'Robbery/Theft', 0, 0, 0, 0, 0, 0, 1], [3, 'Middle-Eastern', 'M', 0, '53', 'Robbery/Theft', 0, 0, 0, 0, 0, 0, 1], [3, 'Middle-Eastern', 'M', 0, '23', 'Robbery/Theft', 0, 0, 0, 0, 0, 0, 1], [3, 'Middle-Eastern', 'M', 0, '53', 'Robbery/Theft', 1, 0, 0, 0, 1, 0, 1], [3, 'Middle-Eastern', 'M', 0, '53', 'Robbery/Theft', 0, 0, 0, 0, 0, 0, 1], [3, 'Middle-Eastern', 'M', 0, '53', 'Robbery/Theft', 0, 0, 0, 0, 0, 0, 1], [3, 'Middle-Eastern', 'M', 0, '53', 'Robbery/Theft', 1, 0, 0, 0, 0, 0, 1], [3, 'Middle-Eastern', 'M', 0, '53', 'Robbery/Theft', 1, 0, 0, 0, 0, 1, 1]]"
4,White,M,2,11,Robbery & Theft,0,0,0,0,0,0,"[[4, 'White', 'M', 2, '12', 'Robbery & Theft', 0, 1, 0, 0, 0, 0, 1], [4, 'White', 'M', 2, '51', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [4, 'White', 'M', 2, '43', 'Robbery & Theft', 0, 0, 0, 1, 0, 0, 1], [4, 'White', 'M', 2, '51', 'Robbery & Theft', 0, 0, 0, 0, 0, 1, 1], [4, 'White', 'M', 2, '52', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [4, 'White', 'M', 2, '43', 'Robbery & Theft', 0, 1, 0, 0, 0, 0, 1], [4, 'White', 'M', 2, '51', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [4, 'White', 'M', 2, '43', 'Robbery & Theft', 1, 0, 0, 0, 0, 0, 1], [4, 'White', 'M', 2, '53', 'Robbery & Theft', 0, 1, 0, 0, 0, 0, 1], [4, 'White', 'M', 2, '43', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1]]"
1,White,M,2,XX,Warrant,0,0,0,0,0,1,"[[1, 'White', 'M', 2, '43', 'Warrant', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 2, 'XX', 'Warrant', 1, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 2, 'XX', 'Warrant', 0, 0, 1, 1, 0, 1, 1], [1, 'White', 'M', 2, '41', 'Warrant', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 2, 'XX', 'Warrant', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 2, '53', 'Warrant', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 2, '32', 'Warrant', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 2, 'XX', 'Warrant', 0, 0, 0, 0, 0, 1, 1], [1, 'White', 'M', 2, '32', 'Warrant', 0, 1, 0, 0, 0, 1, 1], [1, 'White', 'M', 2, '23', 'Warrant', 0, 0, 0, 0, 0, 1, 1]]"
0,White,M,3,XX,Police Category - Incident,0,0,0,0,0,0,[]
1,Indigenous,M,2,XX,Harassment/Threatening,0,0,0,0,0,0,"[[1, 'Indigenous', 'M', 2, '53', 'Harassment/Threatening', 1, 0, 0, 0, 0, 0, 1], [1, 'Indigenous', 'M', 2, '53', 'Harassment/Threatening', 1, 0, 1, 0, 0, 0, 1], [1, 'Indigenous', 'M', 2, '41', 'Harassment/Threatening', 0, 0, 0, 0, 0, 1, 1], [1, 'Indigenous', 'M', 2, '53', 'Harassment/Threatening', 1, 0, 1, 0, 0, 1, 1], [1, 'Indigenous', 'M', 2, '41', 'Harassment/Threatening', 0, 0, 0, 1, 0, 1, 1], [1, 'Indigenous', 'M', 2, '53', 'Harassment/Threatening', 1, 1, 1, 0, 0, 1, 1], [1, 'Indigenous', 'M', 2, '53', 'Harassment/Threatening', 0, 0, 0, 0, 0, 1, 1], [1, 'Indigenous', 'M', 2, '53', 'Harassment/Threatening', 1, 0, 0, 0, 0, 0, 1], [1, 'Indigenous', 'M', 2, '53', 'Harassment/Threatening', 1, 1, 0, 1, 0, 0, 1], [1, 'Indigenous', 'M', 2, '53', 'Harassment/Threatening', 1, 0, 0, 0, 0, 0, 1]]"
0,White,M,1,XX,Robbery & Theft,0,0,0,0,0,0,"[[0, 'White', 'M', 1, '13', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 1, '54', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 1, '23', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 1, '53', 'Robbery & Theft', 1, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 1, '32', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 1, '14', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 1, '12', 'Robbery & Theft', 0, 0, 0, 1, 0, 0, 1], [0, 'White', 'M', 1, '42', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1], [0, 'White', 'M', 1, '54', 'Robbery & Theft', 0, 0, 0, 1, 0, 0, 1], [0, 'White', 'M', 1, '54', 'Robbery & Theft', 0, 0, 0, 0, 0, 0, 1]]"
